X,Y,Timestamp
0.0,0.0,0.037026405334472656
0.0,0.0,0.06984519958496094
0.0,0.0,0.10201644897460938
0.0,0.0,0.1387341022491455
0.0,0.0,0.17774438858032227
0.0,0.0,0.20110225677490234
0.0,0.0,0.23400330543518066
0.0,0.0,0.2672700881958008
0.0,0.0,0.3004443645477295
0.0,0.0,0.3385169506072998
0.0,0.0,0.3791940212249756
0.0,0.0,0.3992040157318115
0.0,0.0,0.43271923065185547
0.0,0.0,0.4653322696685791
0.0,0.0,0.4991145133972168
0.0,0.0,0.5404865741729736
0.0,0.0,0.5782954692840576
0.0,0.0,0.597980260848999
0.0,0.0,0.6309797763824463
0.0,0.0,0.6637680530548096
0.0,0.0,0.7002077102661133
0.0,0.0,0.738487958908081
0.0,0.0,0.7625093460083008
0.0,0.0,0.7959589958190918
0.0,0.0,0.8280031681060791
0.0,0.0,0.8614144325256348
0.0,0.0,0.8984758853912354
0.0,0.0,0.9369220733642578
0.0,0.0,0.9606547355651855
0.0,0.0,0.9931633472442627
0.0,0.0,1.026003360748291
0.0,0.0,1.0590341091156006
0.0,0.0,1.100980281829834
0.0,0.0,1.1401262283325195
0.0,0.0,1.1582872867584229
0.0,0.0,1.1917979717254639
0.0,0.0,1.2246708869934082
0.0,0.0,1.2581777572631836
0.0,0.0,1.298682451248169
0.0,0.0,1.323683738708496
0.0,0.0,1.3561885356903076
0.0,0.0,1.3892197608947754
0.0,0.0,1.4229393005371094
0.0,0.0,1.4573249816894531
0.0,0.0,1.5011961460113525
0.0,0.0,1.5212457180023193
0.0,0.0,1.554736852645874
0.0,0.0,1.5870025157928467
0.0,0.0,1.6201164722442627
0.0,0.0,1.6577351093292236
0.0,0.0,1.6972181797027588
0.0,0.0,1.7199409008026123
0.0,0.0,1.7520394325256348
0.0,0.0,1.7850639820098877
0.0,0.0,1.8190736770629883
0.0,0.0,1.8571860790252686
0.0,0.0,1.8983042240142822
0.0,0.0,1.9176101684570312
0.0,0.0,1.9503798484802246
0.0,0.0,1.983565092086792
0.0,0.0,2.018419027328491
0.0,0.0,2.057020664215088
0.0,0.0,2.0828099250793457
0.0,0.0,2.115892171859741
0.0,0.0,2.148991346359253
0.0,0.0,2.181002378463745
0.0,0.0,2.221686840057373
0.0,0.0,2.262040138244629
0.0,0.0,2.2810046672821045
0.0,0.0,2.3130455017089844
0.0,0.0,2.346053123474121
0.0,0.0,2.379568576812744
0.0,0.0,2.4183807373046875
0.0,0.0,2.457530975341797
0.0,0.0,2.47839093208313
0.0,0.0,2.5119826793670654
0.0,0.0,2.544734239578247
0.0,0.0,2.57948637008667
0.0,0.0,2.6189868450164795
0.0,0.0,2.6433072090148926
0.0,0.0,2.6761090755462646
0.0,0.0,2.709007501602173
0.0,0.0,2.742982864379883
0.0,0.0,2.7769875526428223
0.0,0.0,2.817765235900879
0.0,0.0,2.841982126235962
0.0,0.0,2.874049425125122
0.0,0.0,2.907614231109619
0.0,0.0,2.941124677658081
0.0,0.0,2.9780070781707764
0.0,0.0,3.0202035903930664
0.0,0.0,3.0394887924194336
0.0,0.0,3.0725297927856445
0.0,0.0,3.105004072189331
